SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,SumIat,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
207.241.228.122,80,10.8.8.130,59708,6,3932160,6023750230,406,60,1374,551458,89015644,0
10.8.8.130,53923,31.16.136.91,55398,6,4325376,3574119011,12,66,170,994,5428565,2
10.8.0.14,43996,74.125.226.21,443,6,4325376,59030939939,19,66,1404,4237,14614528,0
74.125.226.37,443,10.8.8.138,50543,17,10420224,90004384711,12,71,1392,3136,17126741,5
10.8.8.246,50686,224.0.0.252,5355,17,4325376,417684099,2,66,66,132,4325376,6
216.58.210.14,443,10.8.8.130,45198,6,4325376,4112599396,14,66,1374,5223,24449609,0
10.8.0.6,40273,111.221.74.30,40014,17,11730944,3150669756590,7,177,179,1245,11656045,6
151.250.15.29,53639,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.246,51138,224.0.0.252,5355,17,4194304,411693288,2,64,64,128,4194304,6
10.8.8.246,62906,224.0.0.252,5355,17,4194304,411698547,2,64,64,128,4194304,6
10.8.0.6,40273,65.55.223.18,40006,17,5636096,2835591500528,2,76,86,162,5308416,6
10.8.0.6,40273,111.221.77.146,40030,17,0,0,1,75,75,75,4915200,-1
24.156.140.33,443,10.8.0.10,53275,6,3932160,180823249082,10,60,1404,3479,22799974,0
10.8.8.130,49539,151.236.19.39,59520,17,4587520,565220157551,51,70,70,3570,4587520,2
64.233.184.16,465,10.8.8.110,37420,6,3932160,2338090248,20,60,304,2199,7205683,0
10.8.8.246,54094,224.0.0.252,5355,17,4194304,411833172,2,64,64,128,4194304,6
10.8.8.246,62669,224.0.0.252,5355,17,4194304,411906671,2,64,64,128,4194304,6
173.252.120.6,443,10.8.0.10,55869,6,4325376,388426584,14,66,1404,4894,22909513,0
157.55.56.152,40005,10.8.0.6,40273,17,4063232,203861915834,2,62,62,124,4063232,2
10.8.0.10,33761,173.194.123.4,443,6,4325376,176565454106,30,66,692,4579,10002978,0
157.56.52.14,40029,10.8.8.178,15685,17,4063232,36181790799306,2,62,62,124,4063232,6
10.8.8.134,15685,140.138.40.191,40205,17,0,0,1,60,60,60,3932160,-1
213.199.179.153,40033,10.8.8.134,15685,17,31784960,1033848586228,4,485,485,1940,31784960,2
10.8.0.14,47640,173.194.123.10,443,6,4325376,58301269559,17,66,527,2247,8662317,0
178.121.152.91,39799,10.8.8.130,51413,17,0,0,1,349,349,349,22872064,-1
10.8.8.234,37826,173.194.67.16,465,6,4325376,3255802767,19,66,902,3060,10554745,0
10.8.0.10,35362,173.194.123.15,443,6,3932160,152916574,14,60,265,1343,6286774,0
10.8.8.134,15685,122.166.241.78,50883,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,50042,224.0.0.252,5355,17,4194304,415166106,2,64,64,128,4194304,6
10.8.0.6,40273,65.55.223.19,40014,17,0,0,1,76,76,76,4980736,-1
10.8.8.222,62701,224.0.0.252,5355,17,4194304,410053830,2,64,64,128,4194304,6
10.8.8.130,34934,216.58.210.3,443,6,4325376,160182745164,29,66,583,3506,7923076,0
74.125.226.63,443,10.8.8.138,56872,6,4325376,10213796106,3,66,74,206,4500138,5
10.8.0.10,56874,137.116.224.167,443,6,4325376,621823998,11,66,333,1420,8460101,0
10.8.8.130,35863,23.194.214.46,443,6,3932160,809053518,10,60,392,1190,7798784,0
91.189.89.31,80,10.8.0.10,59072,6,4325376,5137662464,4,66,471,677,11091968,0
10.8.8.134,15685,183.176.154.105,53861,17,0,0,1,60,60,60,3932160,-1
10.8.8.222,49460,224.0.0.252,5355,17,4194304,421145781,2,64,64,128,4194304,6
10.8.0.10,59600,69.171.255.36,3478,17,0,0,1,70,70,70,4587520,-1
173.194.123.8,443,10.8.0.14,34668,6,3932160,59026545893,17,60,333,1971,7598320,0
10.8.8.134,15685,153.211.123.153,4173,17,0,0,1,60,60,60,3932160,-1
74.125.226.164,443,10.8.0.6,49663,6,4325376,194936843135,8,66,129,591,4841472,0
10.8.8.138,56631,208.117.251.116,443,6,4325376,10646377603,7,66,583,1038,9718052,5
10.8.8.130,49539,111.221.77.148,443,17,0,0,1,60,60,60,3932160,-1
173.194.123.15,443,10.8.0.10,35364,6,4325376,141746571,9,66,1404,4864,35418567,0
10.8.0.6,41234,173.194.123.9,443,6,4325376,240126521046,31,66,336,3550,7504929,0
74.125.226.32,443,10.8.8.138,60371,17,0,0,1,1392,1392,1392,91226112,-1
74.125.226.33,443,10.8.8.138,58291,17,10420224,90012899759,8,159,1392,2733,22388736,5
10.8.8.138,33834,74.125.226.32,443,6,4325376,383565559764,28,66,893,3593,8409673,0
74.125.133.16,995,10.8.8.110,57573,6,3932160,7836547573,134,60,1374,105383,51540151,0
173.194.123.15,443,10.8.0.10,35358,6,4325376,117698026,9,66,1404,4863,35411285,0
204.236.238.164,1759,10.8.8.138,54426,6,3932160,4460706124,1059,60,1374,1444071,89366040,0
10.8.8.222,60339,224.0.0.252,5355,17,4194304,418007067,2,64,64,128,4194304,6
10.8.8.134,15685,124.148.119.161,16668,17,0,0,1,60,60,60,3932160,-1
74.125.226.32,443,10.8.8.138,51481,17,40042496,323593405,11,74,1392,6211,37004008,5
65.55.223.14,40029,10.8.8.134,15685,17,4063232,2702868485175,2,62,62,124,4063232,6
74.4.90.123,13913,10.8.8.134,51133,6,4325376,1567839101,9,66,135,720,5242880,2
10.8.8.138,53631,204.236.238.164,1936,6,4325376,13911389993,3579,66,253,236860,4337205,0
10.8.8.246,65212,224.0.0.252,5355,17,4194304,412985702,2,64,64,128,4194304,6
10.8.0.6,40273,213.199.179.149,40024,17,4980736,1483832483410,2,76,76,152,4980736,6
64.233.184.16,465,10.8.8.110,37412,6,3932160,2325586888,19,60,304,2133,7357278,0
204.236.238.164,1481,10.8.8.138,34545,6,4325376,2118730020,146,66,1374,13870,6225920,0
10.8.8.222,49484,224.0.0.252,5355,17,4194304,414971081,2,64,64,128,4194304,6
208.117.251.116,443,10.8.8.138,56609,6,4325376,20381831167,5,66,203,475,6225920,5
64.233.184.16,465,10.8.8.110,37419,6,3932160,2284122216,20,60,304,2199,7205683,0
54.192.55.193,80,10.8.8.138,33860,6,4325376,127810715172,7,66,400,804,7527277,5
10.8.8.138,43533,185.2.220.137,80,6,4325376,1763039079293,292482,66,735,19844850,4446605,0
10.8.8.134,15685,110.3.196.159,3936,17,0,0,1,60,60,60,3932160,-1
204.236.238.164,21,10.8.8.138,50940,6,4325376,7892165513943,125,66,1374,24172,12673089,0
10.8.0.6,52206,74.125.226.186,80,6,4325376,201501354483,7,66,66,462,4325376,0
10.8.8.246,56744,224.0.0.252,5355,17,4194304,411361438,2,64,64,128,4194304,6
10.8.8.130,59060,207.241.227.188,80,6,4325376,4193529494,275,66,289,19065,4543432,0
173.194.123.5,443,10.8.0.10,33807,6,4325376,105532755,9,66,1404,4865,35425848,0
10.8.8.134,15685,182.69.164.214,52464,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,55647,224.0.0.252,5355,17,4194304,414346999,2,64,64,128,4194304,6
10.8.8.178,39272,23.67.255.209,443,6,4325376,59694362521,8,66,66,528,4325376,0
10.8.8.138,50093,74.125.226.35,443,17,5177344,219506632,2,79,1392,1471,48201728,5
10.8.8.246,56218,224.0.0.252,5355,17,4194304,412258112,2,64,64,128,4194304,6
10.8.0.10,60169,69.171.255.36,3478,17,0,0,1,70,70,70,4587520,-1
10.8.8.178,46882,23.192.162.186,443,6,3932160,118547564194,36,60,607,6907,12573809,0
131.202.240.150,46647,74.125.226.58,443,6,4325376,29278956019,2,66,66,132,4325376,5
157.55.56.160,40016,10.8.0.6,40273,17,32505856,1604869467634,3,110,496,1102,24073557,6
80.239.235.110,11666,10.8.8.246,60245,17,8192000,3608512232792,178443,125,125,22305375,8192000,6
10.8.8.130,35843,23.194.214.46,443,6,3932160,16554944464,11,60,390,1667,9931682,0
209.148.205.41,80,10.8.8.138,57838,6,4325376,310924228175,3316,66,1374,4536595,89659315,5
10.8.8.130,33873,207.241.227.212,80,6,4325376,11788222944,312,66,248,21382,4491316,0
88.122.56.57,38135,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,56633,208.117.251.116,443,6,4325376,160435796944,4163,66,1374,325721,5127660,0
10.8.8.246,51693,224.0.0.252,5355,17,4194304,411889064,2,64,64,128,4194304,6
213.199.179.173,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.222,57387,224.0.0.252,5355,17,4194304,411929560,2,64,64,128,4194304,6
10.8.8.138,39956,74.125.226.37,443,17,5373952,455954068,4,82,1392,3309,54214656,5
10.8.8.222,53252,224.0.0.252,5355,17,4194304,420071569,2,64,64,128,4194304,6
151.63.12.247,56515,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,42086,54.243.70.179,443,6,4325376,135930526944,57,66,1374,52842,60755321,5
10.8.8.134,15685,111.94.244.248,23358,17,0,0,1,60,60,60,3932160,-1
111.221.77.152,40015,10.8.0.6,40273,17,0,0,1,543,543,543,35586048,-1
10.8.8.130,51413,84.29.113.247,9089,17,0,0,1,139,139,139,9109504,-1
10.8.0.6,40273,111.221.77.152,40005,17,5111808,2656037039982,6,78,78,468,5111808,6
74.125.226.1,443,10.8.0.14,48204,6,3932160,59051468015,19,60,1404,6102,21047403,0
45.50.54.24,39032,10.8.0.6,39550,6,4325376,11288822832,9,66,151,756,5505024,6
10.8.8.130,48410,178.237.19.227,443,6,3932160,19882916274534,39,60,60,2340,3932160,0
10.8.0.6,40273,111.221.77.161,40010,17,0,0,1,73,73,73,4784128,-1
10.8.8.178,0,198.7.63.141,0,1,13828096,31819331284055,5,211,479,1395,18284544,1
10.8.8.222,56782,224.0.0.252,5355,17,4194304,411828074,2,64,64,128,4194304,6
131.253.61.84,443,10.8.8.130,42935,6,3932160,1379356486,14,60,590,6370,29818880,0
111.110.21.217,36921,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,51413,93.80.87.228,40881,17,0,0,1,139,139,139,9109504,-1
157.55.130.155,40012,10.8.0.6,40273,17,0,0,1,630,630,630,41287680,-1
23.97.219.200,80,10.8.8.130,52090,6,4325376,2695752325,3,66,447,587,12823210,0
10.8.8.138,54185,74.125.226.37,443,6,4325376,240684613367,18,66,328,1842,6706517,0
10.8.8.138,56577,208.117.251.116,443,6,4325376,335293689991,6762,66,1374,497455,4821237,0
10.8.8.134,15685,151.63.12.247,56515,17,0,0,1,60,60,60,3932160,-1
207.241.226.111,6969,10.8.8.130,49151,6,4325376,6990638622,5,66,249,521,6828851,4
74.125.226.46,443,10.8.8.138,44373,17,8716288,671518872,55,74,1392,72789,86732725,5
10.8.8.130,49539,111.221.77.158,40007,17,30343168,239213525623,4,463,463,1852,30343168,2
111.221.77.146,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,35880,23.194.214.46,443,6,3932160,29599730684,11,60,390,1667,9931682,0
10.8.8.246,137,10.8.8.247,137,17,6029312,3413886591282,642,92,92,59064,6029312,6
10.8.8.246,61512,224.0.0.252,5355,17,4194304,414619796,2,64,64,128,4194304,6
74.125.226.50,80,10.8.8.138,60931,6,3932160,21698273418,3,60,66,192,4194304,5
10.8.0.6,40273,141.219.235.176,60830,17,4128768,39348450480,3,63,63,189,4128768,6
212.184.129.160,34486,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
173.194.67.16,465,10.8.8.234,37849,6,3932160,3104118987,20,60,302,2191,7179468,0
157.56.52.13,40011,10.8.8.130,49539,17,7274496,3534177664704,126,60,728,16025,8335034,0
173.194.123.122,80,10.8.0.6,47550,6,3932160,199593088171,7,60,66,456,4269202,0
137.116.224.167,443,10.8.0.6,40440,6,4325376,619184660,8,66,1404,4092,33521664,0
216.58.221.142,443,10.8.8.138,48899,6,4325376,423260895793,30,66,1374,7610,16624298,0
185.87.145.25,49001,10.8.8.130,51413,17,0,0,1,332,332,332,21757952,-1
208.117.251.116,443,10.8.8.138,56638,6,4325376,10445869341,5,66,203,475,6225920,5
208.117.251.116,443,10.8.8.138,56647,6,7143424,47540112695,1709,66,1374,2327210,89242852,0
157.56.52.16,40022,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.0.10,48359,173.194.123.18,443,6,4325376,177945317724,29,66,1404,5174,11692526,0
10.8.0.6,40273,213.199.179.169,40027,17,0,0,1,74,74,74,4849664,-1
74.125.226.32,80,10.8.0.10,45128,6,4325376,5549679590,2,66,74,140,4587520,0
74.125.226.34,443,10.8.8.138,42220,6,4325376,240629339920,18,66,1374,5601,20392618,5
10.8.0.6,40273,64.4.23.158,40002,17,0,0,1,81,81,81,5308416,-1
10.8.8.246,60415,224.0.0.252,5355,17,4194304,414111450,2,64,64,128,4194304,6
66.60.22.202,123,10.8.8.222,13467,17,0,0,1,90,90,90,5898240,-1
192.0.80.241,443,10.8.8.138,38332,6,4325376,134709281293,6,66,97,427,4663978,5
10.8.8.246,50974,224.0.0.252,5355,17,4194304,415903507,2,64,64,128,4194304,6
10.8.8.246,54904,224.0.0.252,5355,17,4194304,413966303,2,64,64,128,4194304,6
79.16.130.173,24697,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
46.71.204.179,52798,10.8.8.130,49539,17,4456448,1212090265,5,68,68,340,4456448,2
10.8.8.130,49539,67.84.44.168,61572,17,0,0,1,60,60,60,3932160,-1
209.148.205.16,80,10.8.8.138,58786,6,4325376,257560146144,7,66,66,462,4325376,5
173.252.79.90,443,10.8.0.10,37740,6,4325376,12214558738,5,66,170,518,6789529,0
10.8.8.130,51413,121.143.160.25,21696,17,0,0,1,100,100,100,6553600,-1
10.8.8.130,49539,217.86.148.136,32620,17,0,0,1,60,60,60,3932160,-1
222.133.78.58,0,10.8.8.130,0,1,4587520,43229919437,3,70,70,210,4587520,4
10.8.8.246,50125,224.0.0.252,5355,17,4194304,414724384,2,64,64,128,4194304,6
10.8.8.138,57111,198.41.30.199,80,6,4325376,906247851,7,66,334,1001,9371648,5
213.199.179.146,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
157.55.130.162,40002,10.8.0.6,40273,17,4063232,1981912249771,2,62,62,124,4063232,6
10.8.8.246,54536,224.0.0.252,5355,17,4194304,412084080,2,64,64,128,4194304,6
10.8.8.138,33974,104.156.85.217,443,6,3932160,19003100573,8,60,583,1092,8945664,5
66.220.156.2,443,10.8.8.130,42513,6,7274496,1046093088801,3353,66,1374,1125509,21998615,0
10.8.0.10,49349,184.26.44.96,80,6,4325376,5006648732,4,66,74,272,4456448,0
10.8.8.246,54405,224.0.0.252,5355,17,4194304,411604936,2,64,64,128,4194304,6
208.117.251.116,443,10.8.8.138,56612,6,4325376,10448784936,5,66,203,475,6225920,5
10.8.8.134,15685,74.7.71.14,62639,17,4128768,54882453142,4,63,63,252,4128768,2
10.8.8.246,62209,224.0.0.252,5355,17,4194304,419774672,2,64,64,128,4194304,6
10.8.8.134,15685,69.92.223.126,15157,17,4194304,1128471306425,13,64,567,2903,14634692,2
10.8.0.10,50040,173.252.79.90,3478,6,4325376,178227705235,8,66,218,732,5996544,6
10.8.0.6,38945,209.148.205.19,80,6,4325376,260540181506,8,66,66,528,4325376,0
10.8.0.10,34049,209.148.205.26,443,6,3932160,186290531920,91,60,630,7919,5703072,0
10.8.8.134,34251,134.170.18.137,443,6,4325376,3562237370023,418,66,1374,170813,26780863,0
10.8.8.246,64177,224.0.0.252,5355,17,4194304,412332745,2,64,64,128,4194304,6
10.8.8.130,49539,5.28.178.130,59558,17,0,0,1,60,60,60,3932160,-1
64.4.23.152,40005,10.8.0.6,40273,17,4063232,2452517262218,4,62,62,248,4063232,6
10.8.0.6,40273,64.4.23.160,40016,17,0,0,1,75,75,75,4915200,-1
10.8.8.222,52662,224.0.0.252,5355,17,4194304,411931832,2,64,64,128,4194304,6
10.8.8.138,47092,23.52.153.2,443,6,3932160,262128025335,9,60,66,582,4237994,5
209.148.205.35,443,10.8.8.138,42191,6,4325376,10214036847,2,66,74,140,4587520,5
10.8.8.138,39020,74.125.226.47,443,17,5373952,493981207,4,79,1392,1924,31522816,5
10.8.0.6,40273,64.4.23.159,40031,17,5111808,3380119571217,11,74,86,866,5159470,6
10.8.8.138,50886,74.125.226.40,443,17,5570560,748506439,11,82,1392,8737,52053457,5
10.8.8.130,59123,207.241.227.188,80,6,4325376,36814584417,2892,66,296,202329,4585004,0
10.8.0.10,51013,69.171.255.36,3478,17,0,0,1,70,70,70,4587520,-1
10.8.0.10,18420,108.82.4.154,19616,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,47783,207.241.237.128,80,6,4325376,8665897346,888,66,296,60504,4465304,0
10.8.8.222,64552,224.0.0.252,5355,17,4194304,412132198,2,64,64,128,4194304,6
74.125.226.27,443,10.8.0.14,47758,6,3932160,58488271470,17,60,413,1930,7440263,0
216.58.208.37,443,10.8.8.178,51920,6,3932160,70235994256,198,60,1374,144610,47864449,5
10.8.8.138,33262,74.125.226.40,443,17,5373952,518536595,10,79,1392,8366,54827417,5
10.8.0.6,40273,64.4.23.152,40015,17,0,0,1,74,74,74,4849664,-1
10.8.0.6,40273,65.55.223.30,40031,17,5111808,2656066240870,5,78,78,390,5111808,6
71.59.228.102,5624,10.8.8.134,52908,6,4325376,62972620126,83,66,132,5750,4540144,2
131.202.6.26,13000,10.8.8.246,29915,6,3932160,1848051479,14,60,1374,6498,30418066,5
10.8.8.138,51753,74.125.226.38,443,17,5373952,507531607,4,82,1392,3271,53592064,0
141.219.235.176,60830,10.8.0.6,42894,6,4325376,11188035597,8,66,141,668,5472256,6
10.8.0.6,40273,188.76.51.188,29757,17,10551296,2271418447436,15,154,166,2415,10551296,6
23.192.162.186,443,10.8.8.178,46887,6,4325376,117581614242,23,66,1374,4595,13092953,0
10.8.8.246,29915,131.202.6.26,13000,6,3932160,2098196019,16,60,1374,7102,29089792,5
10.8.8.246,54371,224.0.0.252,5355,17,4194304,417691787,2,64,64,128,4194304,6
10.8.8.130,49539,81.184.232.115,26411,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,62003,224.0.0.252,5355,17,4194304,414024395,2,64,64,128,4194304,6
207.241.236.176,80,10.8.8.130,43475,6,4325376,926930361,6,66,416,801,8749056,0
10.8.0.10,36378,74.125.226.35,443,6,4325376,59107726148,8,66,111,686,5619712,0
10.8.8.246,57403,224.0.0.252,5355,17,4194304,414675797,2,64,64,128,4194304,6
10.8.8.138,33726,204.236.238.164,1900,6,4325376,3927374524,129,66,231,9008,4576343,2
10.8.8.246,57952,224.0.0.252,5355,17,4194304,413963211,2,64,64,128,4194304,6
10.8.8.138,55583,54.240.190.206,443,6,4325376,1425568539,3,66,66,198,4325376,5
10.8.8.130,38319,86.184.231.109,1901,6,4325376,1197050156,7,66,114,531,4971373,2
111.221.74.31,40032,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.134,15685,157.55.56.169,40008,17,0,0,1,85,85,85,5570560,-1
10.8.8.138,44243,204.236.238.164,1979,6,3932160,6846395295,2232,60,1374,3048386,89506731,0
179.57.58.176,39640,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,56628,208.117.251.116,443,6,4325376,20336120586,7,66,583,1038,9718052,5
10.8.0.10,43513,74.125.226.10,443,6,7012352,27055833295188,28,66,704,3831,8966729,1
204.236.238.164,1634,10.8.8.138,59187,6,3932160,3899812103,245,60,1374,325741,87133723,5
10.8.8.246,54404,224.0.0.252,5355,17,4194304,411184977,2,64,64,128,4194304,6
10.8.0.10,40561,173.194.123.3,443,6,7012352,27055563276994,59,66,1404,6043,6712441,0
10.8.8.234,37848,173.194.67.16,465,6,4325376,3009201293,15,66,907,2801,12237755,0
10.8.8.138,56645,208.117.251.116,443,6,4325376,10660021602,7,66,583,1038,9718052,5
10.8.8.134,15685,71.179.224.152,47644,17,4128768,42348881369,4,63,63,252,4128768,2
207.241.228.122,80,10.8.8.130,59738,6,3932160,7137103355,1616,60,1374,2205286,89434172,0
173.223.153.85,80,10.8.8.138,42711,6,4325376,18241076028,2,66,74,140,4587520,5
130.88.8.60,56289,10.8.8.134,15685,17,4194304,879453974185,1651,60,576,311091,12348673,2
173.194.67.94,80,10.8.8.178,52204,6,4325376,6071304883,2,66,74,140,4587520,0
10.8.0.10,18420,157.55.130.172,40027,17,12189696,1939748331637,5,186,187,932,12215910,6
10.8.0.10,36678,173.252.79.90,443,6,4325376,177951516112,8,66,218,732,5996544,6
75.129.104.217,44568,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
173.194.123.22,443,10.8.0.10,33362,6,3932160,176982368572,23,60,1404,6323,18016701,0
10.8.8.246,53094,224.0.0.252,5355,17,4456448,402472211,2,68,68,136,4456448,6
69.171.255.36,3478,10.8.0.10,57321,17,0,0,1,74,74,74,4849664,-1
10.8.8.138,45525,74.125.226.36,443,6,4325376,149530508043,5,66,66,330,4325376,5
46.158.195.110,52376,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
207.241.237.128,80,10.8.8.130,47702,6,4325376,18966540929,1610,66,1374,2203663,89701402,0
10.8.8.134,15685,140.109.49.254,7680,17,0,0,1,60,60,60,3932160,-1
209.148.205.16,80,10.8.8.138,58763,6,4325376,74595140939,3,66,66,198,4325376,5
10.8.8.130,59101,207.241.227.188,80,6,4325376,20246334275,834,66,296,59214,4653056,0
10.8.8.130,49539,46.211.205.213,25521,17,0,0,1,60,60,60,3932160,-1
10.8.8.222,59367,224.0.0.252,5355,17,4194304,415360892,2,64,64,128,4194304,6
10.8.8.246,56348,224.0.0.252,5355,17,4194304,411713620,2,64,64,128,4194304,6
10.8.8.134,15685,151.250.96.156,20023,17,0,0,1,60,60,60,3932160,-1
74.125.226.187,80,10.8.0.6,37646,6,3932160,199777950446,7,60,66,456,4269202,0
204.236.238.164,1979,10.8.8.138,44243,6,4325376,6621718770,1051,66,1374,73600,4589390,0
23.235.44.143,443,10.8.8.138,49852,6,4325376,18553626575,4,66,97,295,4833280,5
173.194.123.121,80,10.8.0.6,57032,6,3932160,199006950136,7,60,66,456,4269202,0
10.8.8.246,60096,224.0.0.252,5355,17,4194304,414408779,2,64,64,128,4194304,6
10.8.8.130,49539,213.199.179.148,40029,17,0,0,1,64,64,64,4194304,-1
10.8.8.134,36828,50.183.58.89,61070,6,4325376,62771172868,118,66,593,33473,18590563,2
128.75.64.126,53907,10.8.8.130,49539,17,4456448,932870224,5,68,68,340,4456448,2
10.8.8.246,54011,224.0.0.252,5355,17,4194304,411525270,2,64,64,128,4194304,6
75.108.3.177,49178,10.8.8.134,47772,6,3932160,62471717628,129,60,157,8694,4416821,2
10.8.8.222,57205,224.0.0.252,5355,17,4194304,412192162,2,64,64,128,4194304,6
10.8.8.134,15685,175.183.19.2,19602,17,0,0,1,60,60,60,3932160,-1
188.2.128.20,20712,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,60535,216.58.210.1,443,6,4325376,172979544,5,66,112,453,5937561,0
10.8.8.138,56582,208.117.251.116,443,6,4325376,20584465544,7,66,583,1038,9718052,5
10.8.0.10,50912,173.252.79.94,50009,17,12189696,2670324936646,5,86,194,838,10983833,6
50.136.133.26,35737,10.8.8.178,41463,6,4325376,8382982261,14,66,143,1102,5158619,2
64.233.184.16,465,10.8.8.110,37410,6,3932160,2326586231,19,60,304,2133,7357278,0
10.8.0.10,35160,216.58.219.237,443,6,4325376,135021562,10,66,583,1377,9024307,0
10.8.8.134,15685,82.3.75.6,13828,17,0,0,1,60,60,60,3932160,-1
116.14.171.4,6881,10.8.8.130,51413,17,0,0,1,342,342,342,22413312,-1
10.8.0.14,54065,173.194.123.5,443,6,4325376,240107072190,20,66,946,4016,13159628,0
10.8.8.178,41586,74.125.225.24,443,6,4325376,67537933034,19,66,1138,3027,10440919,0
74.125.226.55,443,10.8.8.138,46514,17,22085632,301875091,8,70,1392,4824,39518208,5
10.8.8.130,36858,108.237.134.2,7124,6,3932160,518946863831,1719,60,1090,233111,8887238,2
10.8.0.10,18420,64.4.23.159,40005,17,4849664,242985870,3,74,85,235,5133653,6
10.8.8.138,56609,208.117.251.116,443,6,4325376,20594693200,7,66,583,1038,9718052,5
74.125.226.37,443,10.8.8.138,33809,17,13172736,7878257751,4,74,1392,1992,32636928,5
72.21.91.29,80,10.8.0.10,37632,6,0,0,1,74,74,74,4849664,-1
10.8.8.138,45269,74.125.226.47,443,6,4325376,194781240474,6,66,66,396,4325376,0
10.8.8.246,51249,224.0.0.252,5355,17,4194304,411832157,2,64,64,128,4194304,6
10.8.8.138,42343,23.45.125.113,443,6,3932160,219578093660,8,60,66,516,4227072,5
10.8.0.10,37285,173.194.123.31,443,6,4325376,182685083374,204,66,1404,16404,5269865,0
10.8.8.130,49539,64.4.23.153,40033,17,30343168,10031953907433,19,63,463,3003,10358137,6
173.194.123.98,443,10.8.0.10,34054,6,4325376,13624287534,35,66,1404,23144,43336148,0
213.199.179.162,40031,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.138,44652,74.125.29.155,443,6,4325376,59102337442,4,66,66,264,4325376,5
10.8.8.246,50151,224.0.0.252,5355,17,4194304,414237912,2,64,64,128,4194304,6
173.194.67.16,465,10.8.8.234,37858,6,3932160,2987189588,20,60,302,2197,7199129,0
74.125.226.70,443,10.8.0.10,44806,6,3932160,176897234316,32,60,1404,11486,23523328,0
10.8.8.138,39162,74.125.226.38,443,17,5373952,950332767,16,82,1392,8589,35180544,5
10.8.8.138,44993,74.125.226.34,443,17,5177344,208642721,2,79,1392,1471,48201728,5
