timestamp_ns,src_ip,src_port,dst_ip,dst_port,proto,pkt_id,prediction,confidence,latency_us
92945525779982,10.8.8.178,56909,52.13.75.156,6,0,5,STREAMING,0.6466666666666666,157248.755
92945674885860,157.56.52.13,40011,8.178.77.222,6,0,5,STREAMING,0.9233333333333333,36667.086
92966346289786,10.8.8.178,56909,52.13.75.156,6,0,6,STREAMING,0.6133333333333333,145.091
92966616292904,157.56.52.13,40011,8.178.77.222,6,0,6,STREAMING,0.9566666666666667,119.684
92966767500986,10.8.8.178,38688,53.46.62.48,6,0,2,FT,0.4633333333333333,143843.032
92971442085157,10.8.8.178,40023,177.33.187.1,6,0,2,BROWSING,0.45666666666666667,160.369
92971626868350,10.8.8.178,40023,177.33.187.1,6,0,3,BROWSING,0.42,179065.185
92971775659693,137.117.177.33,443,8.178.87.156,6,0,2,STREAMING,0.72,182369.565
92971923922558,10.8.8.178,40023,177.33.187.1,6,0,4,STREAMING,0.30666666666666664,330611.356
92972073545580,137.117.177.33,443,8.178.87.156,6,0,3,STREAMING,0.7233333333333334,480160.823
92972222092369,10.8.8.178,40023,177.33.187.1,6,0,5,BROWSING,0.29333333333333333,628700.02
92972370177514,137.117.177.33,443,8.178.87.156,6,0,4,STREAMING,0.8866666666666667,776779.998
92972518612230,10.8.8.178,40023,177.33.187.1,6,0,6,BROWSING,0.3,925210.029
92972666479506,10.8.8.178,40023,177.33.187.1,6,0,7,BROWSING,0.6033333333333334,1051771.667
92972814933648,137.117.177.33,443,8.178.87.156,6,0,5,BROWSING,0.9166666666666666,1013327.17
92972964181413,10.8.8.178,40023,177.33.187.1,6,0,8,BROWSING,0.5233333333333333,1162553.861
92973113435919,137.117.177.33,443,8.178.87.156,6,0,6,BROWSING,0.8033333333333333,1175679.901
92973261965171,10.8.8.178,40023,177.33.187.1,6,0,9,BROWSING,0.46,1323693.731
92973409710856,137.117.177.33,443,8.178.87.156,6,0,7,BROWSING,0.5366666666666666,1331279.965
92973557991962,10.8.8.178,40023,177.33.187.1,6,0,10,BROWSING,0.53,1478972.057
92973706901156,10.8.8.178,40023,177.33.187.1,6,0,11,BROWSING,0.9933333333333333,1627691.327
92973856923118,137.117.177.33,443,8.178.87.156,6,0,8,BROWSING,0.9833333333333333,1641569.453
93009090680563,157.56.52.13,40011,8.178.77.222,6,0,7,STREAMING,0.38333333333333336,231.461
93009296813763,10.8.8.178,56909,52.13.75.156,6,0,7,STREAMING,0.6933333333333334,206316.477
93009445822456,157.56.52.13,40011,8.178.77.222,6,0,8,BROWSING,0.45,80929.515
93009594498984,10.8.8.178,56909,52.13.75.156,6,0,8,BROWSING,0.63,229584.581
93009744056449,10.8.8.178,56909,52.13.75.156,6,0,9,BROWSING,0.38,379037.695
93009893206437,157.56.52.13,40011,8.178.77.222,6,0,9,BROWSING,0.5266666666666666,257953.494
93026744182770,134.170.25.26,443,8.178.253.211,6,0,3,BROWSING,0.3333333333333333,254.72
93026931402090,10.8.8.178,54269,25.26.187.1,6,0,4,BROWSING,0.38416666666666666,187428.059
93086399960739,10.8.8.178,56909,52.13.75.156,6,0,10,FT,0.3933333333333333,179.072
93086669936668,157.56.52.13,40011,8.178.77.222,6,0,10,BROWSING,0.44666666666666666,114.739
93129224461339,157.56.52.13,40011,8.178.77.222,6,0,11,FT,0.4166666666666667,194.202
93129411128755,10.8.8.178,56909,52.13.75.156,6,0,11,FT,0.43333333333333335,146654.377
93146957983632,134.170.25.26,443,8.178.253.211,6,0,4,BROWSING,0.3566666666666667,232.59
93147164724677,10.8.8.178,54269,25.26.187.1,6,0,5,STREAMING,0.47,206925.08
93185390066274,10.8.8.178,56909,52.13.75.156,6,0,12,FT,0.56,173.646
93185660182996,157.56.52.13,40011,8.178.77.222,6,0,12,FT,0.46,115.554
93267183313406,134.170.25.26,443,8.178.253.211,6,0,5,BROWSING,0.4875,164.518
93267382586971,10.8.8.178,54269,25.26.187.1,6,0,6,STREAMING,0.37,199402.824
93331963606332,64.12.27.65,443,8.178.19.135,6,0,2,FT,0.77,248.943
93332179764796,10.8.8.178,34579,27.65.187.1,6,0,2,FT,0.77,216362.759
93332329507903,64.12.104.73,443,8.178.174.194,6,0,2,FT,0.77,111006.204
93332479087289,10.8.8.178,49838,104.73.187.1,6,0,2,FT,0.77,260565.183
93387396425021,134.170.25.26,443,8.178.253.211,6,0,6,BROWSING,0.49416666666666664,172.277
93387603203063,10.8.8.178,54269,25.26.187.1,6,0,7,STREAMING,0.42,206915.356
93506610217284,10.8.8.178,54269,25.26.187.1,6,0,8,STREAMING,0.35333333333333333,236.999
93506822144421,10.8.8.178,38688,53.46.62.48,6,0,3,CHAT,0.76,212035.766
93506971873494,134.170.25.26,443,8.178.253.211,6,0,7,VOIP,0.32166666666666666,146807.289
93507121437308,10.8.8.178,54269,25.26.187.1,6,0,9,STREAMING,0.5066666666666667,296351.27
93507270574291,157.56.53.46,12350,8.178.32.151,6,0,2,P2P,0.36666666666666664,381444.327
93507420612454,10.8.8.178,38688,53.46.62.48,6,0,4,CHAT,0.7222222222222222,531461.657
93521457170576,10.8.8.178,15685,130.172.91.156,17,0,2,FT,0.45,132.926
93521663097793,157.55.130.172,40027,8.178.69.61,17,0,2,VOIP,0.8033333333333333,109.795
93627057969634,134.170.25.26,443,8.178.253.211,6,0,8,BROWSING,0.49083333333333334,235.461
93627245518839,10.8.8.178,54269,25.26.187.1,6,0,10,STREAMING,0.28,187743.889
93632170101869,64.12.27.65,443,8.178.19.135,6,0,3,BROWSING,1.0,186.406
93632348266543,10.8.8.178,34579,27.65.187.1,6,0,3,BROWSING,1.0,178314.414
93632497588511,64.12.104.73,443,8.178.174.194,6,0,3,BROWSING,1.0,74968.918
93632646645628,10.8.8.178,49838,104.73.187.1,6,0,3,BROWSING,1.0,224004.479
93650245427073,64.12.27.65,443,8.178.19.135,6,0,4,BROWSING,0.9533333333333334,183.165
93724507575963,10.8.8.178,15685,23.162.83.156,17,0,2,VOIP,0.44,188.128
93724783172898,64.4.23.162,40019,8.178.69.61,17,0,2,VOIP,0.8066666666666666,100.814
93747269271873,134.170.25.26,443,8.178.253.211,6,0,9,BROWSING,0.49583333333333335,263.609
93747476616940,10.8.8.178,54269,25.26.187.1,6,0,11,FT,0.3211111111111111,207469.64
93818060422347,10.8.0.14,46711,123.7.187.1,6,0,2,P2P,0.35,125.203
93818268500187,10.8.0.14,42741,123.3.187.1,6,0,2,BROWSING,0.5866666666666667,183097.782
93818421100741,10.8.0.14,42741,123.3.187.1,6,0,3,BROWSING,0.5966666666666667,335558.781
93818571765027,173.194.123.7,443,0.14.119.182,6,0,2,BROWSING,0.6433333333333333,486209.123
93818721151581,173.194.123.3,443,0.14.245.166,6,0,2,BROWSING,0.5866666666666667,609806.531
93818872263142,173.194.123.3,443,0.14.245.166,6,0,3,BROWSING,0.39,759973.32
93819024161199,10.8.0.14,42741,123.3.187.1,6,0,4,BROWSING,0.77,911804.896
93819176228792,10.8.0.14,42741,123.3.187.1,6,0,5,BROWSING,0.7133333333333334,1063858.563
93819329074065,10.8.0.14,42741,123.3.187.1,6,0,6,BROWSING,0.6733333333333333,1216432.764
93819481308176,10.8.0.14,42741,123.3.187.1,6,0,7,BROWSING,0.7866666666666666,1368615.338
93819632367997,10.8.0.14,42741,123.3.187.1,6,0,8,BROWSING,0.8233333333333334,1519657.085
93819782535212,173.194.123.3,443,0.14.245.166,6,0,4,BROWSING,0.4666666666666667,1644394.263
93819935969000,173.194.123.3,443,0.14.245.166,6,0,5,BROWSING,0.6,1797803.514
93820088668551,173.194.123.3,443,0.14.245.166,6,0,6,BROWSING,0.768888888888889,1950491.677
93820238286251,173.194.123.3,443,0.14.245.166,6,0,7,BROWSING,0.6733333333333333,2100098.414
93820388408558,10.8.0.14,42741,123.3.187.1,6,0,9,BROWSING,0.97,2250121.499
93820540967110,173.194.123.3,443,0.14.245.166,6,0,8,BROWSING,0.7533333333333333,2337884.022
93820691809747,173.194.123.7,443,0.14.119.182,6,0,3,VOIP,0.36333333333333334,2488067.644
93820845378663,173.194.123.7,443,0.14.119.182,6,0,4,BROWSING,0.7233333333333334,2641601.227
93821001516491,173.194.123.7,443,0.14.119.182,6,0,5,BROWSING,0.7766666666666666,2797733.0
93821157144136,10.8.0.14,46711,123.7.187.1,6,0,3,BROWSING,0.7733333333333333,2953278.219
93821311635676,10.8.0.14,46711,123.7.187.1,6,0,4,BROWSING,0.66,3107763.074
93821464250228,173.194.123.7,443,0.14.119.182,6,0,6,BROWSING,0.9633333333333334,3234975.423
93821616877187,173.194.123.3,443,0.14.245.166,6,0,9,BROWSING,0.5166666666666667,3311197.606
93821769947587,173.194.123.3,443,0.14.245.166,6,0,10,BROWSING,0.48333333333333334,3464188.877
93821923327671,10.8.0.14,42741,123.3.187.1,6,0,10,BROWSING,0.9966666666666667,3617563.053
93822076747624,173.194.123.3,443,0.14.245.166,6,0,11,BROWSING,0.47333333333333333,3770977.136
93822229188973,173.194.123.3,443,0.14.245.166,6,0,12,STREAMING,0.42333333333333334,3923413.096
93822382314465,10.8.0.14,42741,123.3.187.1,6,0,11,BROWSING,1.0,4076508.218
93822533968929,10.8.0.14,42741,123.3.187.1,6,0,12,BROWSING,0.9933333333333333,4214755.556
93822686517703,10.8.0.14,45175,123.23.187.1,6,0,2,BROWSING,0.5866666666666667,4249436.926
93822839060865,10.8.0.14,45175,123.23.187.1,6,0,3,BROWSING,0.5966666666666667,4401963.422
93822993099611,173.194.123.23,443,0.14.119.176,6,0,2,BROWSING,0.5866666666666667,4530238.429
93823145785087,173.194.123.23,443,0.14.119.176,6,0,3,BROWSING,0.39,4681690.023
93823298048991,10.8.0.14,45175,123.23.187.1,6,0,4,BROWSING,0.77,4833943.965
93823451132595,10.8.0.14,45175,123.23.187.1,6,0,5,BROWSING,0.7133333333333334,4986895.551
93823602909743,173.194.123.23,443,0.14.119.176,6,0,4,BROWSING,0.4666666666666667,5113022.941
93823754700316,173.194.123.23,443,0.14.119.176,6,0,5,BROWSING,0.6,5264797.792
93823906764203,10.8.0.14,45175,123.23.187.1,6,0,6,BROWSING,0.82,5380153.375
93824059421808,173.194.123.23,443,0.14.119.176,6,0,6,BROWSING,0.67,5518078.881
93824210383757,10.8.0.14,45175,123.23.187.1,6,0,7,BROWSING,0.6633333333333333,5669020.663
93824362871696,10.8.0.14,45175,123.23.187.1,6,0,8,BROWSING,0.6533333333333333,5663311.656
93824516122057,10.8.0.14,45175,123.23.187.1,6,0,9,BROWSING,0.7233333333333334,5815710.892
93824668757996,173.194.123.23,443,0.14.119.176,6,0,7,BROWSING,0.6333333333333333,5943850.604
93824822784982,10.8.0.14,45175,123.23.187.1,6,0,10,BROWSING,0.9333333333333333,6097857.886
93824978332422,10.8.0.14,60665,123.12.187.1,6,0,2,BROWSING,0.5866666666666667,6238194.952
93825132996163,10.8.0.14,60665,123.12.187.1,6,0,3,BROWSING,0.5966666666666667,6392789.49
93825287493794,173.194.123.23,443,0.14.119.176,6,0,8,BROWSING,0.7311111111111112,6521654.9
93825442246386,173.194.123.12,443,0.14.249.236,6,0,2,BROWSING,0.5866666666666667,6675465.757
93825595733079,173.194.123.12,443,0.14.249.236,6,0,3,BROWSING,0.39,6828780.71
93825748308850,10.8.0.14,60665,123.12.187.1,6,0,4,BROWSING,0.77,6981349.722
93825903047628,10.8.0.14,60665,123.12.187.1,6,0,5,BROWSING,0.7133333333333334,7135899.797
93826059778967,10.8.0.14,60665,123.12.187.1,6,0,6,BROWSING,0.6733333333333333,7292414.341
93826213380640,10.8.0.14,60665,123.12.187.1,6,0,7,BROWSING,0.6533333333333333,7446008.033
93826367087905,173.194.123.12,443,0.14.249.236,6,0,4,BROWSING,0.4666666666666667,7573288.415
93826520825743,173.194.123.12,443,0.14.249.236,6,0,5,BROWSING,0.6,7727008.439
93826674076085,10.8.0.14,60665,123.12.187.1,6,0,8,BROWSING,0.75,7880253.707
93826827272685,173.194.123.12,443,0.14.249.236,6,0,6,BROWSING,0.6633333333333333,8033127.568
93826982246961,173.194.123.12,443,0.14.249.236,6,0,7,BROWSING,0.5633333333333334,8187247.145
93827137191569,173.194.123.12,443,0.14.249.236,6,0,8,BROWSING,0.615,8342182.864
93827292355584,173.194.123.12,443,0.14.249.236,6,0,9,BROWSING,0.6083333333333333,8497342.342
93827448692777,10.8.0.14,60665,123.12.187.1,6,0,9,BROWSING,0.83,8653646.702
93827602001674,10.8.0.14,60665,123.12.187.1,6,0,10,BROWSING,0.7533333333333333,8806950.081
93827754710110,173.194.123.12,443,0.14.249.236,6,0,10,BROWSING,0.7127777777777778,8934248.906
93827907565286,10.8.0.14,45177,123.23.187.1,6,0,2,BROWSING,0.5866666666666667,8827074.509
93828062241563,10.8.0.14,45177,123.23.187.1,6,0,3,BROWSING,0.5966666666666667,8981579.879
93828217598335,173.194.123.23,443,0.14.121.176,6,0,2,BROWSING,0.5866666666666667,9111232.005
93828371438172,173.194.123.23,443,0.14.121.176,6,0,3,BROWSING,0.39,9264333.958
93828522589951,10.8.0.14,45177,123.23.187.1,6,0,4,BROWSING,0.77,9415476.311
93828674683946,10.8.0.14,45177,123.23.187.1,6,0,5,BROWSING,0.7133333333333334,9567452.658
93828827478974,173.194.123.23,443,0.14.121.176,6,0,4,BROWSING,0.4666666666666667,9694374.115
93828980296891,173.194.123.23,443,0.14.121.176,6,0,5,BROWSING,0.6,9847174.643
93829132301312,10.8.0.14,45177,123.23.187.1,6,0,6,BROWSING,0.66,9983311.62
93829283822458,10.8.0.14,45177,123.23.187.1,6,0,7,BROWSING,0.7466666666666667,10133652.125
93829436666282,173.194.123.23,443,0.14.121.176,6,0,6,BROWSING,0.66,10261358.855
93829588911221,10.8.0.14,33024,219.237.187.1,6,0,2,BROWSING,0.5866666666666667,10400737.517
93829741288732,10.8.0.14,33024,219.237.187.1,6,0,3,BROWSING,0.5966666666666667,10553040.51
93829894353054,10.8.0.14,47639,123.10.187.1,6,0,2,BROWSING,0.5866666666666667,10693599.535
93830048032002,10.8.0.14,47639,123.10.187.1,6,0,3,BROWSING,0.5966666666666667,10847157.558
93830198309581,10.8.0.14,46711,123.7.187.1,6,0,5,BROWSING,0.4766666666666667,10991312.413
93830349743209,216.58.219.237,443,0.14.0.129,6,0,2,BROWSING,0.5866666666666667,11135178.771
93830503372583,10.8.0.14,45177,123.23.187.1,6,0,8,BROWSING,0.84,11288763.441
93830657522306,216.58.219.237,443,0.14.0.129,6,0,3,BROWSING,0.39,11442694.98
93830811367549,10.8.0.14,33024,219.237.187.1,6,0,4,BROWSING,0.77,11596513.724
93830964526388,10.8.0.14,33024,219.237.187.1,6,0,5,BROWSING,0.7133333333333334,11749553.063
93831115547074,10.8.0.14,33024,219.237.187.1,6,0,6,BROWSING,0.6733333333333333,11900437.676
93831267120774,173.194.123.23,443,0.14.121.176,6,0,7,BROWSING,0.8244444444444444,12051437.805
93831418869307,173.194.123.10,443,0.14.23.186,6,0,2,BROWSING,0.5866666666666667,12192219.736
93831571164281,173.194.123.10,443,0.14.23.186,6,0,3,BROWSING,0.39,12344362.062
93831722453909,10.8.0.14,47639,123.10.187.1,6,0,4,BROWSING,0.77,12495627.154
93831873616612,10.8.0.14,47639,123.10.187.1,6,0,5,BROWSING,0.7133333333333334,12646538.228
93832026325361,10.8.0.14,47639,123.10.187.1,6,0,6,BROWSING,0.6733333333333333,12799059.386
93832177374712,173.194.123.7,443,0.14.119.182,6,0,7,BROWSING,0.7133333333333334,12945028.767
93832329383335,216.58.219.237,443,0.14.0.129,6,0,4,BROWSING,0.4666666666666667,13088027.183
93832482536674,216.58.219.237,443,0.14.0.129,6,0,5,BROWSING,0.6,13241162.855
93832634565612,10.8.0.14,33024,219.237.187.1,6,0,7,BROWSING,0.7466666666666667,13393134.609
93832785990665,216.58.219.237,443,0.14.0.129,6,0,6,BROWSING,0.6633333333333333,13544553.847
93832937703123,173.194.123.10,443,0.14.23.186,6,0,4,BROWSING,0.4666666666666667,13685015.408
93833089685302,173.194.123.10,443,0.14.23.186,6,0,5,BROWSING,0.6,13836941.846
93833240863448,10.8.0.14,47639,123.10.187.1,6,0,7,BROWSING,0.7466666666666667,13988114.27
93833392489647,173.194.123.10,443,0.14.23.186,6,0,6,BROWSING,0.6633333333333333,14139735.543
93833544622528,10.8.0.14,36041,208.35.187.1,6,0,2,BROWSING,0.47333333333333333,14278512.447
93833702470932,10.8.0.14,36041,208.35.187.1,6,0,3,BROWSING,0.59,14436272.221
93833853419986,10.8.0.14,33024,219.237.187.1,6,0,8,BROWSING,0.8433333333333334,14574810.7
93834006770675,173.194.123.7,443,0.14.119.182,6,0,8,BROWSING,0.5633333333333334,14726583.065
93834157797322,173.194.123.7,443,0.14.119.182,6,0,9,BROWSING,0.4633333333333333,14877573.045
93834309078522,10.8.0.14,46711,123.7.187.1,6,0,6,BROWSING,0.71,15028636.839
93834460880924,10.8.0.14,46711,123.7.187.1,6,0,7,BROWSING,0.5633333333333334,15180409.278
93834611533517,10.8.0.14,47639,123.10.187.1,6,0,8,BROWSING,0.8433333333333334,15320894.523
93834762782514,173.194.123.7,443,0.14.119.182,6,0,10,BROWSING,0.75,15456899.146
93834915033320,216.58.219.237,443,0.14.0.129,6,0,7,BROWSING,0.8244444444444444,15607234.778
93835067559587,173.194.123.10,443,0.14.23.186,6,0,7,BROWSING,0.8244444444444444,15750041.176
93835219100619,216.58.208.35,443,0.14.201.140,6,0,2,BROWSING,0.47333333333333333,15848407.278
93835369972784,216.58.208.35,443,0.14.201.140,6,0,3,BROWSING,0.41,15999080.111
93835521453039,10.8.0.14,36041,208.35.187.1,6,0,4,BROWSING,0.7733333333333333,16150536.959
93835673733530,10.8.0.14,36041,208.35.187.1,6,0,5,BROWSING,0.6966666666666667,16302105.195
93835824828138,10.8.0.14,36041,208.35.187.1,6,0,6,BROWSING,0.6433333333333333,16452124.698
93835977916605,10.8.0.14,36041,208.35.187.1,6,0,7,BROWSING,0.5933333333333334,16605171.924
93836129976207,10.8.0.14,36041,208.35.187.1,6,0,8,BROWSING,0.6066666666666667,16756893.806
93836282362937,10.8.0.14,36041,208.35.187.1,6,0,9,BROWSING,0.6,16905696.242
93836433627008,216.58.208.35,443,0.14.201.140,6,0,4,BROWSING,0.44666666666666666,16958006.355
93836584511950,216.58.208.35,443,0.14.201.140,6,0,5,BROWSING,0.59,17108874.611
93836735378967,10.8.0.14,36041,208.35.187.1,6,0,10,BROWSING,0.6866666666666666,17259701.74
93836887312589,216.58.208.35,443,0.14.201.140,6,0,6,BROWSING,0.6533333333333333,17409715.688
93837039194044,216.58.208.35,443,0.14.201.140,6,0,7,BROWSING,0.8111111111111111,17561586.495
93837191065647,216.58.208.35,443,0.14.201.140,6,0,8,BROWSING,0.7333333333333333,17703657.933
93837343140712,216.58.208.35,443,0.14.201.140,6,0,9,BROWSING,0.82,17855710.387
93837495020037,216.58.208.35,443,0.14.201.140,6,0,10,BROWSING,0.7933333333333333,18007523.138
93837646266014,10.8.0.14,36041,208.35.187.1,6,0,11,BROWSING,0.7233333333333334,18158763.56
93837798092469,10.8.0.14,36041,208.35.187.1,6,0,12,BROWSING,0.7266666666666667,18310584.978
93837950682697,74.125.29.189,443,0.14.254.207,6,0,2,VOIP,0.64,18462134.749
93838103177277,10.8.0.14,53246,29.189.187.1,6,0,2,BROWSING,0.6433333333333333,18614618.347
93838255317378,216.58.208.35,443,0.14.201.140,6,0,11,BROWSING,0.8133333333333334,18766710.893
93838407995773,216.58.208.35,443,0.14.201.140,6,0,12,BROWSING,0.7866666666666666,18919384.177
93838560576408,10.8.0.14,53246,29.189.187.1,6,0,3,BROWSING,0.67,18945958.808
93838712274919,10.8.0.14,53246,29.189.187.1,6,0,4,BROWSING,0.7066666666666667,19097639.282
93838864468501,10.8.0.14,53246,29.189.187.1,6,0,5,BROWSING,0.6833333333333333,19249805.086
93839015946698,10.8.0.14,46711,123.7.187.1,6,0,8,BROWSING,0.5666666666666667,19389763.239
93839167254118,10.8.0.14,46711,123.7.187.1,6,0,9,BROWSING,0.59,19541020.585
93839319122072,10.8.0.14,46711,123.7.187.1,6,0,10,BROWSING,0.5566666666666666,19692883.021
93839471324598,173.194.123.7,443,0.14.119.182,6,0,11,BROWSING,0.7133333333333334,19819808.417
93839623221218,173.194.123.7,443,0.14.119.182,6,0,12,BROWSING,0.72,19971684.889
93839774746693,74.125.29.189,443,0.14.254.207,6,0,3,BROWSING,0.45,20120985.858
93839929266871,74.125.29.189,443,0.14.254.207,6,0,4,BROWSING,0.5066666666666667,20275459.111
93840082015060,74.125.29.189,443,0.14.254.207,6,0,5,BROWSING,0.5333333333333333,20428201.8
93840233962328,74.125.29.189,443,0.14.254.207,6,0,6,BROWSING,0.57,20574456.045
93840386956423,10.8.0.14,53246,29.189.187.1,6,0,6,BROWSING,0.8333333333333334,20727437.844
93840539387558,74.125.29.189,443,0.14.254.207,6,0,7,BROWSING,0.6033333333333334,20879863.831
93840691261215,10.8.0.14,53246,29.189.187.1,6,0,7,BROWSING,0.8166666666666667,21031695.099
93840843831164,74.125.29.189,443,0.14.254.207,6,0,8,BROWSING,0.69,21184259.678
93840997157072,10.8.0.14,53246,29.189.187.1,6,0,8,BROWSING,0.81,21337579.438
93841148877211,10.8.0.14,53246,29.189.187.1,6,0,9,BROWSING,0.78,21489207.281
93841300372592,74.125.29.189,443,0.14.254.207,6,0,9,BROWSING,0.7166666666666667,21561735.383
93841452050972,10.8.0.14,46711,123.7.187.1,6,0,11,BROWSING,0.68,21707020.837
93841604867697,10.8.0.14,46711,123.7.187.1,6,0,12,BROWSING,0.49666666666666665,21859826.599
93841755833748,10.8.0.14,60665,123.12.187.1,6,0,11,BROWSING,0.5533333333333333,20993048.083
93841908848527,10.8.0.14,51351,76.127.105.75,17,0,2,VOIP,0.77,21142966.676
93842061718695,10.8.0.14,51351,76.127.105.75,17,0,3,BROWSING,0.49666666666666665,21295823.622
93842212915170,10.8.0.14,51351,76.127.105.75,17,0,4,BROWSING,0.5166666666666667,21447014.949
93842363224261,10.8.0.14,51351,76.127.105.75,17,0,5,BROWSING,0.3466666666666667,21597319.281
93842514951807,10.8.0.14,51351,76.127.105.75,17,0,6,BROWSING,0.59,21736199.698
93842666372429,10.8.0.14,51351,76.127.105.75,17,0,7,BROWSING,0.5566666666666666,21882444.499
93842817908568,10.8.0.14,60665,123.12.187.1,6,0,12,BROWSING,0.49666666666666665,22030363.085
93842971869749,10.8.0.14,51351,76.127.105.75,17,0,8,BROWSING,0.5633333333333334,22182730.257
93843124821620,10.8.0.14,51351,76.127.105.75,17,0,9,BROWSING,0.5766666666666667,22330450.177
93843275893225,10.8.0.14,51351,76.127.105.75,17,0,10,BROWSING,0.59,22476267.127
93843427863306,10.8.0.14,51351,76.127.105.75,17,0,11,BROWSING,0.5433333333333333,22622964.85
93843579626814,173.194.123.12,443,0.14.249.236,6,0,11,BROWSING,0.5933333333333334,22771395.878
93843731735875,173.194.123.12,443,0.14.249.236,6,0,12,BROWSING,0.49333333333333335,22923218.996
93843884272119,10.8.0.14,51351,76.127.105.75,17,0,12,BROWSING,0.5433333333333333,23069075.279
93844037842635,173.194.76.127,19305,0.14.151.200,17,0,2,VOIP,0.39,23164518.32
93844191165559,173.194.76.127,19305,0.14.151.200,17,0,3,VOIP,0.32666666666666666,23264707.944
93844342807660,173.194.76.127,19305,0.14.151.200,17,0,4,VOIP,0.31333333333333335,23403264.918
93844494630149,173.194.76.127,19305,0.14.151.200,17,0,5,VOIP,0.3433333333333333,23521945.453
93844646307379,173.194.76.127,19305,0.14.151.200,17,0,6,VOIP,0.43,23653850.928
93844797223484,173.194.76.127,19305,0.14.151.200,17,0,7,VOIP,0.37,23774022.75
93844950766758,173.194.76.127,19305,0.14.151.200,17,0,8,VOIP,0.38,23927510.895
93845101956306,173.194.76.127,19305,0.14.151.200,17,0,9,STREAMING,0.38333333333333336,24078694.702
93845253200168,173.194.76.127,19305,0.14.151.200,17,0,10,STREAMING,0.4166666666666667,24229933.749
93845404850527,173.194.76.127,19305,0.14.151.200,17,0,11,STREAMING,0.35333333333333333,24358075.635
93845556915440,173.194.76.127,19305,0.14.151.200,17,0,12,STREAMING,0.4166666666666667,24440679.843
93845708123191,10.8.0.14,47640,123.10.187.1,6,0,2,BROWSING,0.5866666666666667,24434291.275
93845858397762,10.8.0.14,47640,123.10.187.1,6,0,3,BROWSING,0.5266666666666666,24584364.218
93846010926523,173.194.123.10,443,0.14.24.186,6,0,2,BROWSING,0.5866666666666667,24711177.37
93846164052892,173.194.123.10,443,0.14.24.186,6,0,3,BROWSING,0.6633333333333333,24863456.67
93846314449277,10.8.0.14,47640,123.10.187.1,6,0,4,BROWSING,0.6533333333333333,25013841.796
